Part Type,Team,TS,ACC,DEC,HSC,MSC,LSC,Reliability,Condition,Age,Performance Improvability
Engine,28,90,,,,,,60,60,27,3
Engine,28,88,,,,,,60,60,3,12
Engine,29,5,,,,,,60,60,26,4
Engine,29,3,,,,,,58,58,18,5
Engine,30,35,,,,,,60,60,6,10
Engine,30,34,,,,,,60,60,10,5
Engine,31,64,,,,,,60,60,6,5
Engine,31,61,,,,,,60,60,6,5
Engine GT,32,490,,,,,,60,60,20,6
Engine GT,32,469,,,,,,60,60,26,4
Engine GT,33,483,,,,,,60,60,18,9
Engine GT,33,460,,,,,,60,60,9,3
Engine GT,34,478,,,,,,60,60,22,4
Engine GT,34,450,,,,,,60,60,28,6
Engine GT,35,420,,,,,,60,60,15,4
Engine GT,35,390,,,,,,60,60,15,3
Engine GT,36,385,,,,,,60,60,9,12
Engine GT,36,350,,,,,,60,60,7,4
Engine GT,37,284,,,,,,60,60,22,11
Engine GT,37,284,,,,,,60,60,18,7
Engine GT,38,292,,,,,,60,60,27,3
Engine GT,38,289,,,,,,60,60,3,12
Engine GT,39,257,,,,,,60,60,26,4
Engine GT,39,257,,,,,,58,58,18,5
Engine GT,40,268,,,,,,60,60,6,10
Engine GT,40,268,,,,,,60,60,10,5
Engine GT,41,204,,,,,,60,60,6,5
Engine GT,41,204,,,,,,60,60,6,5
Engine GT,42,300,,,,,,60,60,20,6
Engine GT,42,290,,,,,,60,60,26,4
Engine GT,43,305,,,,,,60,60,18,9
Engine GT,43,282,,,,,,60,60,9,3
Engine GT,44,200,,,,,,60,60,22,4
Engine GT,44,185,,,,,,60,60,28,6
Engine GT,45,245,,,,,,60,60,15,4
Engine GT,45,260,,,,,,60,60,15,3
Engine GT,46,149,,,,,,60,60,9,12
Engine GT,46,146,,,,,,60,60,7,4
Engine GT,47,109,,,,,,60,60,22,11
Engine GT,47,106,,,,,,60,60,18,7
Engine GT,48,85,,,,,,60,60,27,3
Engine GT,48,82,,,,,,60,60,3,12
Engine GT,49,37,,,,,,60,60,26,4
Engine GT,49,35,,,,,,58,58,18,5
Engine GT,50,56,,,,,,60,60,6,10
Engine GT,50,54,,,,,,60,60,10,5
Engine GT,51,14,,,,,,60,60,6,5
Engine GT,51,13,,,,,,60,60,6,5
EngineGET,52,999,,,,,,60,60,20,6
EngineGET,52,990,,,,,,60,60,26,4
EngineGET,53,957,,,,,,60,60,18,9
EngineGET,53,949,,,,,,60,60,9,3
EngineGET,54,967,,,,,,60,60,22,4
EngineGET,54,964,,,,,,60,60,28,6
EngineGET,55,712,,,,,,60,60,15,4
EngineGET,55,686,,,,,,59,59,15,3
EngineGET,56,624,,,,,,60,60,9,12
EngineGET,56,618,,,,,,60,60,7,4
EngineGET,57,804,,,,,,60,60,22,11
EngineGET,57,799,,,,,,60,60,18,7
EngineGET,58,50,,,,,,60,60,27,3
EngineGET,58,41,,,,,,60,60,3,12
EngineGET,59,55,,,,,,60,60,26,4
EngineGET,59,46,,,,,,60,60,18,5
EngineGET,60,43,,,,,,60,60,6,10
EngineGET,60,36,,,,,,60,60,10,5
EngineGET,61,24,,,,,,60,60,6,5
EngineGET,61,15,,,,,,60,60,6,5
EngineGET,62,36,,,,,,60,60,20,6
EngineGET,62,36,,,,,,60,60,26,4
EngineGET,63,33,,,,,,60,60,18,9
EngineGET,63,30,,,,,,60,60,9,3
Gearbox,2,,920,,,,,60,60,36,8
Gearbox,2,,918,,,,,60,60,14,7
Gearbox,3,,990,,,,,60,60,26,7
Gearbox,3,,989,,,,,60,60,39,3
Gearbox,4,,872,,,,,60,60,16,6
Gearbox,4,,870,,,,,60,60,39,4
Gearbox,5,,924,,,,,60,60,4,5
Gearbox,5,,921,,,,,60,60,8,8
Gearbox,6,,782,,,,,60,60,16,8
Gearbox,6,,779,,,,,60,60,9,4
Gearbox,7,,860,,,,,60,60,15,10
Gearbox,7,,858,,,,,60,60,35,9
Gearbox,8,,722,,,,,60,60,13,10
Gearbox,8,,720,,,,,60,60,12,11
Gearbox,9,,676,,,,,60,60,37,3
Gearbox,9,,676,,,,,60,60,15,6
Gearbox,10,,612,,,,,60,60,15,3
Gearbox,10,,609,,,,,60,60,17,10
Gearbox,11,,930,,,,,60,60,9,3
Gearbox,11,,929,,,,,60,60,2,3
Gearbox,12,,393,,,,,60,60,36,5
Gearbox,12,,391,,,,,60,60,14,12
Gearbox,13,,272,,,,,60,60,26,3
Gearbox,13,,269,,,,,60,60,39,10
Gearbox,14,,317,,,,,60,60,16,5
Gearbox,14,,315,,,,,60,60,39,9
Gearbox,15,,293,,,,,60,60,4,12
Gearbox,15,,292,,,,,60,60,8,10
Gearbox,16,,286,,,,,60,60,16,12
Gearbox,16,,283,,,,,60,60,9,10
Gearbox,17,,235,,,,,60,60,15,12
Gearbox,17,,234,,,,,60,60,35,5
Gearbox,18,,212,,,,,60,60,13,7
Gearbox,18,,211,,,,,60,60,12,8
Gearbox,19,,218,,,,,60,60,37,10
Gearbox,19,,215,,,,,60,60,15,6
Gearbox,20,,200,,,,,60,60,15,7
Gearbox,20,,197,,,,,60,60,17,6
Gearbox,21,,212,,,,,60,60,9,12
Gearbox,21,,211,,,,,60,60,2,6
Gearbox,22,,212,,,,,60,60,21,5
Gearbox,22,,210,,,,,60,60,3,5
Gearbox,23,,193,,,,,60,60,30,10
Gearbox,23,,192,,,,,60,60,15,4
Gearbox,24,,117,,,,,60,60,24,10
Gearbox,24,,116,,,,,60,60,7,6
Gearbox,25,,169,,,,,60,60,21,10
Gearbox,25,,168,,,,,60,60,7,10
Gearbox,26,,204,,,,,60,60,27,5
Gearbox,26,,202,,,,,60,60,2,4
Gearbox,27,,93,,,,,60,60,3,10
Gearbox,27,,91,,,,,60,60,19,5
Gearbox,28,,68,,,,,60,60,4,12
Gearbox,28,,65,,,,,60,60,18,11
Gearbox,29,,14,,,,,50,50,5,9
Gearbox,29,,11,,,,,50,50,18,6
Gearbox,30,,16,,,,,60,60,23,10
Gearbox,30,,13,,,,,60,60,19,7
Gearbox,31,,79,,,,,60,60,8,8
Gearbox,31,,79,,,,,60,60,19,7
Gearbox GT,32,,478,,,,,60,60,21,5
Gearbox GT,32,,452,,,,,60,60,3,5
Gearbox GT,33,,465,,,,,60,60,30,10
Gearbox GT,33,,440,,,,,60,60,15,4
Gearbox GT,34,,425,,,,,60,60,24,10
Gearbox GT,34,,438,,,,,60,60,7,6
Gearbox GT,35,,418,,,,,60,60,21,10
Gearbox GT,35,,400,,,,,60,60,7,10
Gearbox GT,36,,399,,,,,60,60,27,5
Gearbox GT,36,,370,,,,,60,60,2,4
Gearbox GT,37,,320,,,,,60,60,3,10
Gearbox GT,37,,291,,,,,60,60,19,5
Gearbox GT,38,,368,,,,,60,60,4,12
Gearbox GT,38,,345,,,,,60,60,18,11
Gearbox GT,39,,279,,,,,50,50,5,9
Gearbox GT,39,,278,,,,,50,50,18,6
Gearbox GT,40,,247,,,,,60,60,23,10
Gearbox GT,40,,247,,,,,60,60,19,7
Gearbox GT,41,,232,,,,,60,60,8,8
Gearbox GT,41,,230,,,,,60,60,19,7
Gearbox GT,42,,233,,,,,60,60,21,5
Gearbox GT,42,,232,,,,,60,60,3,5
Gearbox GT,43,,250,,,,,60,60,30,10
Gearbox GT,43,,249,,,,,60,60,15,4
Gearbox GT,44,,218,,,,,60,60,24,10
Gearbox GT,44,,216,,,,,60,60,7,6
Gearbox GT,45,,187,,,,,60,60,21,10
Gearbox GT,45,,185,,,,,60,60,7,10
Gearbox GT,46,,163,,,,,60,60,27,5
Gearbox GT,46,,162,,,,,60,60,2,4
Gearbox GT,47,,131,,,,,60,60,3,10
Gearbox GT,47,,131,,,,,60,60,19,5
Gearbox GT,48,,112,,,,,60,60,4,12
Gearbox GT,48,,110,,,,,60,60,18,11
Gearbox GT,49,,75,,,,,44,45,5,9
Gearbox GT,49,,73,,,,,50,50,18,6
Gearbox GT,50,,50,,,,,60,60,23,10
Gearbox GT,50,,49,,,,,60,60,19,7
Gearbox GT,51,,25,,,,,60,60,8,8
Gearbox GT,51,,22,,,,,60,60,19,7
GearboxGET,52,,632,,,,,60,60,23,10
GearboxGET,52,,622,,,,,60,60,19,7
GearboxGET,53,,1000,,,,,60,60,8,8
GearboxGET,53,,963,,,,,60,60,19,7
GearboxGET,54,,753,,,,,60,60,21,5
GearboxGET,54,,723,,,,,60,60,3,5
GearboxGET,55,,951,,,,,60,60,30,10
GearboxGET,55,,945,,,,,60,60,15,4
GearboxGET,56,,649,,,,,60,60,24,10
GearboxGET,56,,640,,,,,60,60,7,6
GearboxGET,57,,823,,,,,60,60,21,10
GearboxGET,57,,815,,,,,60,60,7,10
GearboxGET,58,,66,,,,,60,60,27,5
GearboxGET,58,,59,,,,,60,60,2,4
GearboxGET,59,,78,,,,,60,60,3,10
GearboxGET,59,,71,,,,,60,60,19,5
GearboxGET,60,,38,,,,,60,60,4,12
GearboxGET,60,,33,,,,,60,60,18,11
GearboxGET,61,,86,,,,,60,60,5,9
GearboxGET,61,,81,,,,,60,60,18,6
GearboxGET,62,,100,,,,,60,60,23,10
GearboxGET,62,,90,,,,,60,60,19,7
GearboxGET,63,,54,,,,,60,60,8,8
GearboxGET,63,,50,,,,,60,60,19,7
Brakes,2,,,940,,,,60,60,9,7
Brakes,2,,,939,,,,60,60,4,5
Brakes,3,,,920,,,,60,60,29,3
Brakes,3,,,918,,,,60,60,18,7
Brakes,4,,,844,,,,60,60,36,7
Brakes,4,,,844,,,,60,60,9,9
Brakes,5,,,950,,,,60,60,9,11
Brakes,5,,,948,,,,60,60,23,8
Brakes,6,,,900,,,,60,60,3,5
Brakes,6,,,899,,,,60,60,16,4
Brakes,7,,,680,,,,60,60,29,4
Brakes,7,,,679,,,,60,60,37,9
Brakes,8,,,638,,,,60,60,15,11
Brakes,8,,,637,,,,60,60,31,8
Brakes,9,,,742,,,,60,60,31,10
Brakes,9,,,741,,,,60,60,22,9
Brakes,10,,,840,,,,60,60,22,8
Brakes,10,,,838,,,,60,60,4,11
Brakes,11,,,870,,,,60,60,8,3
Brakes,11,,,870,,,,60,60,7,10
Brakes,12,,,340,,,,60,60,9,10
Brakes,12,,,340,,,,60,60,4,6
Brakes,13,,,369,,,,60,60,29,3
Brakes,13,,,366,,,,60,60,18,5
Brakes,14,,,345,,,,60,60,36,6
Brakes,14,,,343,,,,60,60,9,3
Brakes,15,,,248,,,,60,60,9,7
Brakes,15,,,248,,,,60,60,23,8
Brakes,16,,,230,,,,60,60,3,7
Brakes,16,,,227,,,,60,60,16,9
Brakes,17,,,212,,,,60,60,29,9
Brakes,17,,,211,,,,60,60,37,8
Brakes,18,,,282,,,,60,60,15,5
Brakes,18,,,280,,,,60,60,31,6
Brakes,19,,,223,,,,60,60,31,12
Brakes,19,,,222,,,,60,60,22,4
Brakes,20,,,253,,,,60,60,22,10
Brakes,20,,,252,,,,60,60,4,4
Brakes,21,,,247,,,,60,60,8,12
Brakes,21,,,244,,,,60,60,7,9
Brakes,22,,,218,,,,60,60,27,11
Brakes,22,,,217,,,,60,60,25,3
Brakes,23,,,207,,,,60,60,5,12
Brakes,23,,,207,,,,60,60,24,4
Brakes,24,,,142,,,,60,60,28,5
Brakes,24,,,140,,,,60,60,8,11
Brakes,25,,,58,,,,60,60,5,8
Brakes,25,,,57,,,,60,60,16,10
Brakes,26,,,214,,,,60,60,5,8
Brakes,26,,,214,,,,60,60,2,11
Brakes,27,,,193,,,,60,60,1,10
Brakes,27,,,192,,,,60,60,30,7
Brakes,28,,,117,,,,60,60,24,7
Brakes,28,,,115,,,,60,60,15,9
Brakes,29,,,2,,,,50,50,30,11
Brakes,29,,,1,,,,55,55,16,7
Brakes,30,,,6,,,,60,60,2,11
Brakes,30,,,5,,,,60,60,8,12
Brakes,31,,,63,,,,60,60,15,12
Brakes,31,,,61,,,,60,60,8,12
Brakes GT,32,,,396,,,,60,60,27,11
Brakes GT,32,,,391,,,,60,60,25,3
Brakes GT,33,,,394,,,,60,60,5,12
Brakes GT,33,,,392,,,,60,60,24,4
Brakes GT,34,,,324,,,,60,60,28,5
Brakes GT,34,,,322,,,,60,60,8,11
Brakes GT,35,,,338,,,,60,60,5,8
Brakes GT,35,,,335,,,,60,60,16,10
Brakes GT,36,,,301,,,,60,60,5,8
Brakes GT,36,,,298,,,,60,60,2,11
Brakes GT,37,,,324,,,,60,60,1,10
Brakes GT,37,,,324,,,,60,60,30,7
Brakes GT,38,,,277,,,,60,60,24,7
Brakes GT,38,,,276,,,,60,60,15,9
Brakes GT,39,,,259,,,,50,50,30,11
Brakes GT,39,,,257,,,,55,55,16,7
Brakes GT,40,,,263,,,,60,60,2,11
Brakes GT,40,,,260,,,,60,60,8,12
Brakes GT,41,,,233,,,,60,60,15,12
Brakes GT,41,,,232,,,,60,60,8,12
Brakes GT,42,,,169,,,,60,60,27,11
Brakes GT,42,,,166,,,,60,60,25,3
Brakes GT,43,,,155,,,,60,60,5,12
Brakes GT,43,,,153,,,,60,60,24,4
Brakes GT,44,,,140,,,,60,60,28,5
Brakes GT,44,,,138,,,,60,60,8,11
Brakes GT,45,,,110,,,,60,60,5,8
Brakes GT,45,,,181,,,,60,60,16,10
Brakes GT,46,,,117,,,,60,60,5,8
Brakes GT,46,,,116,,,,60,60,2,11
Brakes GT,47,,,110,,,,60,60,1,10
Brakes GT,47,,,109,,,,60,60,30,7
Brakes GT,48,,,85,,,,60,60,24,7
Brakes GT,48,,,85,,,,60,60,15,9
Brakes GT,49,,,96,,,,50,40,30,11
Brakes GT,49,,,96,,,,55,55,16,7
Brakes GT,50,,,64,,,,60,60,2,11
Brakes GT,50,,,61,,,,60,60,8,12
Brakes GT,51,,,44,,,,60,60,15,12
Brakes GT,51,,,42,,,,60,60,8,12
BrakesGET,52,,,780,,,,60,60,2,11
BrakesGET,52,,,776,,,,60,60,8,12
BrakesGET,53,,,750,,,,60,60,15,12
BrakesGET,53,,,743,,,,60,60,8,12
BrakesGET,54,,,968,,,,60,60,27,11
BrakesGET,54,,,968,,,,60,60,25,3
BrakesGET,55,,,832,,,,60,60,5,12
BrakesGET,55,,,827,,,,60,60,24,4
BrakesGET,56,,,767,,,,60,60,28,5
BrakesGET,56,,,763,,,,60,60,8,11
BrakesGET,57,,,601,,,,60,60,5,8
BrakesGET,57,,,600,,,,60,60,16,10
BrakesGET,58,,,92,,,,60,60,5,8
BrakesGET,58,,,83,,,,60,60,2,11
BrakesGET,59,,,112,,,,60,60,1,10
BrakesGET,59,,,110,,,,60,60,30,7
BrakesGET,60,,,82,,,,60,60,24,7
BrakesGET,60,,,82,,,,60,60,15,9
BrakesGET,61,,,32,,,,60,60,30,11
BrakesGET,61,,,30,,,,60,60,16,7
BrakesGET,62,,,40,,,,60,60,2,11
BrakesGET,62,,,38,,,,60,60,8,12
BrakesGET,63,,,68,,,,60,60,15,12
BrakesGET,63,,,65,,,,60,60,8,12
Suspension,2,,,,,966,,60,60,16,3
Suspension,2,,,,,963,,60,60,24,6
Suspension,3,,,,,960,,60,60,29,12
Suspension,3,,,,,959,,60,60,4,12
Suspension,4,,,,,802,,60,60,35,11
Suspension,4,,,,,801,,60,60,12,12
Suspension,5,,,,,992,,60,60,28,3
Suspension,5,,,,,990,,60,60,21,9
Suspension,6,,,,,950,,60,60,2,7
Suspension,6,,,,,947,,60,60,14,10
Suspension,7,,,,,866,,60,60,14,3
Suspension,7,,,,,865,,60,60,20,11
Suspension,8,,,,,780,,60,60,6,9
Suspension,8,,,,,777,,60,60,12,10
Suspension,9,,,,,698,,60,60,7,4
Suspension,9,,,,,695,,60,60,40,8
Suspension,10,,,,,630,,60,60,27,4
Suspension,10,,,,,600,,60,60,11,4
Suspension,11,,,,,670,,60,60,16,9
Suspension,11,,,,,670,,60,60,8,7
Suspension,12,,,,,387,,60,60,16,5
Suspension,12,,,,,385,,60,60,24,9
Suspension,13,,,,,407,,60,60,29,7
Suspension,13,,,,,407,,60,60,4,4
Suspension,14,,,,,270,,60,60,35,5
Suspension,14,,,,,270,,60,60,12,10
Suspension,15,,,,,369,,60,60,28,8
Suspension,15,,,,,368,,60,60,21,6
Suspension,16,,,,,237,,60,60,2,4
Suspension,16,,,,,236,,60,60,14,6
Suspension,17,,,,,230,,60,60,14,6
Suspension,17,,,,,230,,60,60,20,11
Suspension,18,,,,,235,,60,60,6,4
Suspension,18,,,,,233,,60,60,12,4
Suspension,19,,,,,212,,60,60,7,6
Suspension,19,,,,,209,,60,60,40,11
Suspension,20,,,,,200,,60,60,27,4
Suspension,20,,,,,200,,60,60,11,10
Suspension,21,,,,,200,,60,60,16,10
Suspension,21,,,,,197,,60,60,8,10
Suspension,22,,,,,203,,60,60,4,5
Suspension,22,,,,,200,,60,60,28,7
Suspension,23,,,,,187,,60,60,22,5
Suspension,23,,,,,186,,60,60,13,7
Suspension,24,,,,,91,,60,60,2,9
Suspension,24,,,,,91,,60,60,6,8
Suspension,25,,,,,205,,60,60,7,8
Suspension,25,,,,,205,,60,60,9,6
Suspension,26,,,,,117,,60,60,12,3
Suspension,26,,,,,115,,60,60,21,12
Suspension,27,,,,,140,,60,60,5,11
Suspension,27,,,,,140,,60,60,19,5
Suspension,28,,,,,100,,60,60,7,6
Suspension,28,,,,,98,,60,60,25,4
Suspension,29,,,,,19,,60,60,19,5
Suspension,29,,,,,19,,60,60,14,3
Suspension,30,,,,,64,,60,60,19,9
Suspension,30,,,,,62,,60,60,13,3
Suspension,31,,,,,93,,60,60,12,4
Suspension,31,,,,,92,,60,60,13,3
Suspension GT,32,,,,,362,,60,60,4,5
Suspension GT,32,,,,,359,,60,60,28,7
Suspension GT,33,,,,,350,,60,60,22,5
Suspension GT,33,,,,,340,,60,60,13,7
Suspension GT,34,,,,,364,,60,60,2,9
Suspension GT,34,,,,,363,,60,60,6,8
Suspension GT,35,,,,,273,,60,60,7,8
Suspension GT,35,,,,,270,,60,60,9,6
Suspension GT,36,,,,,303,,60,60,12,3
Suspension GT,36,,,,,300,,60,60,21,12
Suspension GT,37,,,,,286,,60,60,5,11
Suspension GT,37,,,,,283,,60,60,19,5
Suspension GT,38,,,,,270,,60,60,7,6
Suspension GT,38,,,,,270,,60,60,25,4
Suspension GT,39,,,,,257,,60,60,19,5
Suspension GT,39,,,,,254,,60,60,14,3
Suspension GT,40,,,,,253,,60,60,19,9
Suspension GT,40,,,,,251,,60,60,13,3
Suspension GT,41,,,,,233,,60,60,12,4
Suspension GT,41,,,,,230,,60,60,13,3
Suspension GT,42,,,,,350,,60,60,4,5
Suspension GT,42,,,,,335,,60,60,28,7
Suspension GT,43,,,,,345,,60,60,22,5
Suspension GT,43,,,,,270,,60,60,13,7
Suspension GT,44,,,,,251,,60,60,2,9
Suspension GT,44,,,,,276,,60,60,6,8
Suspension GT,45,,,,,310,,60,60,7,8
Suspension GT,45,,,,,300,,60,60,9,6
Suspension GT,46,,,,,245,,60,60,12,3
Suspension GT,46,,,,,222,,60,60,21,12
Suspension GT,47,,,,,210,,60,60,5,11
Suspension GT,47,,,,,214,,60,60,19,5
Suspension GT,48,,,,,197,,60,60,7,6
Suspension GT,48,,,,,168,,60,60,25,4
Suspension GT,49,,,,,140,,60,60,19,5
Suspension GT,49,,,,,120,,35,60,14,3
Suspension GT,50,,,,,100,,60,60,19,9
Suspension GT,50,,,,,67,,60,60,13,3
Suspension GT,51,,,,,45,,60,60,12,4
Suspension GT,51,,,,,56,,60,60,13,3
SuspensionGET,52,,,,,846,,60,60,19,9
SuspensionGET,52,,,,,842,,60,60,13,3
SuspensionGET,53,,,,,803,,60,60,12,4
SuspensionGET,53,,,,,798,,60,60,13,3
SuspensionGET,54,,,,,693,,60,60,4,5
SuspensionGET,54,,,,,685,,60,60,28,7
SuspensionGET,55,,,,,653,,60,60,22,5
SuspensionGET,55,,,,,645,,60,60,13,7
SuspensionGET,56,,,,,914,,60,60,2,9
SuspensionGET,56,,,,,904,,60,60,6,8
SuspensionGET,57,,,,,976,,60,60,7,8
SuspensionGET,57,,,,,946,,60,60,9,6
SuspensionGET,58,,,,,102,,60,60,12,3
SuspensionGET,58,,,,,98,,60,60,21,12
SuspensionGET,59,,,,,66,,60,60,5,11
SuspensionGET,59,,,,,63,,60,60,19,5
SuspensionGET,60,,,,,54,,60,60,7,6
SuspensionGET,60,,,,,50,,60,60,25,4
SuspensionGET,61,,,,,30,,60,60,19,5
SuspensionGET,61,,,,,26,,60,60,14,3
SuspensionGET,62,,,,,110,,60,60,19,9
SuspensionGET,62,,,,,102,,60,60,13,3
SuspensionGET,63,,,,,110,,60,60,12,4
SuspensionGET,63,,,,,109,,60,60,13,3
Front Wing,2,,,,,,820,60,60,27,7
Front Wing,2,,,,,,819,60,60,19,9
Front Wing,3,,,,,,1000,60,60,15,10
Front Wing,3,,,,,,1000,60,60,36,11
Front Wing,4,,,,,,948,60,60,28,3
Front Wing,4,,,,,,948,60,60,5,10
Front Wing,5,,,,,,920,60,60,6,9
Front Wing,5,,,,,,919,60,60,27,10
Front Wing,6,,,,,,982,60,60,17,10
Front Wing,6,,,,,,982,60,60,19,3
Front Wing,7,,,,,,680,60,60,20,9
Front Wing,7,,,,,,677,60,60,19,6
Front Wing,8,,,,,,820,60,60,38,6
Front Wing,8,,,,,,817,60,60,16,12
Front Wing,9,,,,,,890,60,60,40,8
Front Wing,9,,,,,,888,60,60,17,4
Front Wing,10,,,,,,790,60,60,29,12
Front Wing,10,,,,,,790,60,60,25,4
Front Wing,11,,,,,,826,60,60,40,3
Front Wing,11,,,,,,823,60,60,4,9
Front Wing,12,,,,,,253,60,60,27,5
Front Wing,12,,,,,,250,60,60,19,8
Front Wing,13,,,,,,230,60,60,15,8
Front Wing,13,,,,,,227,60,60,36,9
Front Wing,14,,,,,,393,60,60,28,10
Front Wing,14,,,,,,393,60,60,5,4
Front Wing,15,,,,,,328,60,60,6,11
Front Wing,15,,,,,,326,60,60,27,8
Front Wing,16,,,,,,277,60,60,17,8
Front Wing,16,,,,,,276,60,60,19,5
Front Wing,17,,,,,,253,60,60,20,11
Front Wing,17,,,,,,252,60,60,19,6
Front Wing,18,,,,,,223,60,60,38,3
Front Wing,18,,,,,,222,60,60,16,6
Front Wing,19,,,,,,235,60,60,40,12
Front Wing,19,,,,,,233,60,60,17,12
Front Wing,20,,,,,,249,45,45,29,3
Front Wing,20,,,,,,248,60,60,25,3
Front Wing,21,,,,,,220,60,60,40,11
Front Wing,21,,,,,,215,60,60,4,4
Front Wing,22,,,,,,23,60,60,22,12
Front Wing,22,,,,,,21,60,60,6,3
Front Wing,23,,,,,,23,60,60,1,6
Front Wing,23,,,,,,21,60,60,1,3
Front Wing,24,,,,,,23,60,60,13,12
Front Wing,24,,,,,,23,60,60,26,3
Front Wing,25,,,,,,23,60,60,3,6
Front Wing,25,,,,,,23,60,60,10,11
Front Wing,26,,,,,,22,60,60,19,3
Front Wing,26,,,,,,22,60,60,25,12
Front Wing,27,,,,,,23,60,60,3,7
Front Wing,27,,,,,,21,60,60,4,11
Front Wing,28,,,,,,23,60,60,22,6
Front Wing,28,,,,,,22,60,60,14,12
Front Wing,29,,,,,,23,60,60,30,3
Front Wing,29,,,,,,22,60,60,29,3
Front Wing,30,,,,,,23,60,60,23,12
Front Wing,30,,,,,,22,60,60,24,8
Front Wing,31,,,,,,23,60,60,25,11
Front Wing,31,,,,,,23,60,60,24,8
Front WingGET,52,,,,,,813,60,60,29,3
Front WingGET,52,,,,,,803,60,60,25,3
Front WingGET,53,,,,,,737,60,60,40,11
Front WingGET,53,,,,,,735,60,60,4,4
Front WingGET,54,,,,,,828,60,60,22,12
Front WingGET,54,,,,,,826,60,60,6,3
Front WingGET,55,,,,,,948,60,60,1,6
Front WingGET,55,,,,,,945,60,60,1,3
Front WingGET,56,,,,,,653,60,60,13,12
Front WingGET,56,,,,,,635,60,60,26,3
Front WingGET,57,,,,,,749,60,60,3,6
Front WingGET,57,,,,,,743,60,60,10,11
Front WingGET,58,,,,,,45,60,60,19,3
Front WingGET,58,,,,,,44,60,60,25,12
Front WingGET,59,,,,,,33,60,60,3,7
Front WingGET,59,,,,,,29,60,60,4,11
Front WingGET,60,,,,,,40,60,60,22,6
Front WingGET,60,,,,,,40,60,60,14,12
Front WingGET,61,,,,,,59,60,60,30,3
Front WingGET,61,,,,,,54,60,60,29,3
Front WingGET,62,,,,,,39,60,60,23,12
Front WingGET,62,,,,,,32,60,60,24,8
Front WingGET,63,,,,,,63,60,60,25,11
Front WingGET,63,,,,,,59,60,60,24,8
Rear Wing,2,,,,958,,,60,60,40,11
Rear Wing,2,,,,955,,,60,60,14,9
Rear Wing,3,,,,840,,,60,60,26,12
Rear Wing,3,,,,837,,,60,60,6,3
Rear Wing,4,,,,866,,,60,60,22,11
Rear Wing,4,,,,866,,,60,60,35,5
Rear Wing,5,,,,882,,,60,60,18,10
Rear Wing,5,,,,881,,,60,60,32,9
Rear Wing,6,,,,860,,,60,60,20,3
Rear Wing,6,,,,860,,,60,60,10,4
Rear Wing,7,,,,820,,,60,60,39,12
Rear Wing,7,,,,817,,,60,60,3,3
Rear Wing,8,,,,946,,,60,60,17,8
Rear Wing,8,,,,943,,,60,60,15,8
Rear Wing,9,,,,900,,,60,60,7,11
Rear Wing,9,,,,899,,,60,60,22,10
Rear Wing,10,,,,870,,,60,60,4,10
Rear Wing,10,,,,867,,,60,60,35,7
Rear Wing,11,,,,602,,,60,60,35,10
Rear Wing,11,,,,601,,,60,60,20,10
Rear Wing,12,,,,288,,,60,60,40,12
